id,s1_cis,t1_cis,exchange_integral,dsp_scf,dsp_cis,homo_lumo_overlap,oscillator_strength,run_time,smiles,s1_ref,t1_ref,t1_s1_ref,oscillator_strength_ref
214,0.064088206,0.050169867,0.009495548,-0.011483528,-0.008157322,0.464152558,0.016787118,0.022864925,NC1=CC=C2N=CN=C3N=CN=C1N23,1.879117,1.895886,-0.016769,0.007341
215,0.072788555,0.067536127,0.004306375,-0.014775495,-0.010318699,0.295451392,0.005634321,0.021068541,CNC1=CC2=NC=NC3=NC=NC(=C1)N23,2.437035,2.625366,-0.188331,0.001351
216,0.073026351,0.061640345,0.007826577,-0.013413334,-0.009512647,0.389432462,0.02059519,0.019758509,CNC1=NC2=CC=CC3=NC=NC(=N1)N23,2.473372,2.535389,-0.062017,0.024018
217,0.0631646,0.050239197,0.008981426,-0.011985892,-0.008502287,0.447230531,0.015999118,0.023782899,CNC1=CC=C2N=CN=C3N=CN=C1N23,1.855854,1.900957,-0.045103,0.007737
218,0.066638682,0.058100198,0.007672458,-0.011122316,-0.007902271,0.3956285,0.011364163,0.026264767,C=CC1=CC2=NC=NC3=NC=NC(=C1)N23,2.040094,2.184819,-0.144725,0.005037
219,0.066588911,0.058425087,0.005015343,-0.014543115,-0.010230537,0.3195471,0.012453199,0.02592677,C=CC1=NC2=CC=CC3=NC=NC(=N1)N23,2.029046,2.200824,-0.171778,0.002765
220,0.06409455,0.054052394,0.007952962,-0.011641473,-0.008256168,0.427194363,0.013967623,0.026242662,C=CC1=CC=C2N=CN=C3N=CN=C1N23,2.02494,2.171792,-0.146852,0.004792
221,0.0662942,0.057819393,0.007493462,-0.011953235,-0.00847103,0.379687841,0.011530201,0.02290067,C#CC1=CC2=NC=NC3=NC=NC(=C1)N23,2.005619,2.141171,-0.135552,0.005409
222,0.066560861,0.058417781,0.00529179,-0.014654946,-0.010311544,0.3249855,0.012276789,0.025617914,C#CC1=NC2=CC=CC3=NC=NC(=N1)N23,1.999667,2.161792,-0.162125,0.003169
223,0.064393081,0.055076237,0.007195891,-0.012797441,-0.009048297,0.399882588,0.013456357,0.02306691,C#CC1=CC=C2N=CN=C3N=CN=C1N23,2.025078,2.190524,-0.165446,0.006137
224,0.066238787,0.057817811,0.007325749,-0.011799919,-0.008365457,0.374956144,0.010565279,0.022797825,[C-]#[N+]C1=CC2=NC=NC3=NC=NC(=C1)N23,2.026265,2.180567,-0.154302,0.00494
225,0.066495217,0.058284937,0.005369353,-0.014444854,-0.010170672,0.334605781,0.012343546,0.024562422,[C-]#[N+]C1=NC2=CC=CC3=NC=NC(=N1)N23,2.074472,2.235836,-0.161364,0.002824
226,0.064872894,0.055610272,0.006771241,-0.013449837,-0.009495732,0.385830149,0.012344122,0.041268696,[C-]#[N+]C1=CC=C2N=CN=C3N=CN=C1N23,2.03062,2.200552,-0.169932,0.005141
227,0.064001179,0.054272663,0.008445572,-0.011389523,-0.008107067,0.401326098,0.014149953,0.022640447,N#CC1=CC2=NC=NC3=NC=NC(=C1)N23,1.954489,2.05471,-0.100221,0.00699
228,0.065425786,0.057645064,0.005073181,-0.014728186,-0.010351147,0.323681236,0.010207369,0.023821647,N#CC1=NC2=CC=CC3=NC=NC(=N1)N23,1.9885,2.126437,-0.137937,0.00226
229,0.065626351,0.057677356,0.006236386,-0.013835661,-0.00975431,0.357778414,0.012142595,0.023973653,N#CC1=CC=C2N=CN=C3N=CN=C1N23,2.085263,2.267874,-0.182611,0.00538
230,0.07275812,0.067449369,0.004416654,-0.014621466,-0.010212564,0.292665324,0.005791381,0.018890899,CN(C)C1=CC2=NC=NC3=NC=NC(=C1)N23,2.425489,2.612843,-0.187354,0.00117
231,0.072861502,0.061559161,0.007668557,-0.013518704,-0.009581768,0.388577816,0.019574526,0.026970599,CN(C)C1=NC2=CC=CC3=NC=NC(=N1)N23,2.471929,2.527162,-0.055233,0.024298
232,0.064084479,0.051631381,0.008523581,-0.012300358,-0.008716293,0.438964085,0.015295281,0.02282011,CN(C)C1=CC=C2N=CN=C3N=CN=C1N23,1.883913,1.931367,-0.047454,0.007903
233,0.064491747,0.055906661,0.007156011,-0.01388694,-0.00983781,0.283336316,0.019242316,0.01775859,CC1=NC2=NC=NC3=NC=CC(=C1)N23,2.098641,2.270816,-0.172175,0.006271
234,0.064273147,0.055883453,0.006888136,-0.014218347,-0.010061942,0.279837877,0.018460207,0.016294353,CC1=NC2=NC=CC3=CC=NC(=N1)N23,2.080496,2.243422,-0.162926,0.005851
235,0.064294177,0.055562494,0.007092726,-0.013959921,-0.009886972,0.292318836,0.019211048,0.018998051,CC1=CN=C2N=CN=C3N=CC=C1N23,2.025389,2.175212,-0.149823,0.005554
236,0.071587106,0.061981239,0.006725681,-0.01380866,-0.009786552,0.328670079,0.01976612,0.02215327,NC1=NC2=NC=NC3=NC=CC(=C1)N23,2.430319,2.5581,-0.127781,0.009678
237,0.071202906,0.059023163,0.009151287,-0.012974132,-0.009278454,0.312551097,0.036632104,0.019064524,NC1=NC2=NC=CC3=CC=NC(=N1)N23,2.366122,2.421138,-0.055016,0.029238
238,0.061489514,0.049251205,0.009107329,-0.011926977,-0.008512084,0.357714305,0.025362625,0.022867625,NC1=CN=C2N=CN=C3N=CC=C1N23,1.876289,1.94116,-0.064871,0.00934
239,0.071854533,0.062079586,0.006647755,-0.013733907,-0.009736094,0.333515148,0.019131396,0.034654019,CNC1=NC2=NC=NC3=NC=CC(=C1)N23,2.458336,2.565358,-0.107022,0.011353
240,0.07115831,0.058992378,0.009067604,-0.013052173,-0.009331208,0.316247501,0.036331395,0.020684153,CNC1=NC2=NC=CC3=CC=NC(=N1)N23,2.386167,2.43039,-0.044223,0.031089
241,0.062653599,0.052679217,0.007915609,-0.013000062,-0.009234811,0.3101126,0.021731144,0.021535376,CNC1=CN=C2N=CN=C3N=CC=C1N23,1.936725,2.048759,-0.112034,0.00678
242,0.064597317,0.055337309,0.008101885,-0.012222012,-0.008720538,0.341498622,0.02896915,0.025472297,C=CC1=NC2=NC=NC3=NC=CC(=C1)N23,2.016306,2.15423,-0.137924,0.013345
243,0.064755102,0.056400088,0.005236341,-0.015016916,-0.010590174,0.276625009,0.017977777,0.025473731,C=CC1=NC2=NC=CC3=CC=NC(=N1)N23,2.01206,2.189164,-0.177104,0.00279
244,0.062756263,0.053557637,0.007601459,-0.012438844,-0.008842372,0.318140799,0.020257682,0.023329564,C=CC1=CN=C2N=CN=C3N=CC=C1N23,1.975021,2.131084,-0.156063,0.003996
245,0.064327074,0.055525561,0.007679499,-0.012786225,-0.009097608,0.318606696,0.026398419,0.022850182,C#CC1=NC2=NC=NC3=NC=CC(=C1)N23,1.947937,2.081632,-0.133695,0.010078
246,0.064640379,0.056289121,0.005760044,-0.014766722,-0.010428589,0.266335655,0.01837781,0.022594957,C#CC1=NC2=NC=CC3=CC=NC(=N1)N23,1.9694,2.148295,-0.178895,0.00171
247,0.062692674,0.053496089,0.007521753,-0.012648614,-0.008983692,0.326320628,0.020458001,0.02500771,C#CC1=CN=C2N=CN=C3N=CC=C1N23,2.008379,2.181517,-0.173138,0.004475
248,0.064201661,0.055615638,0.007257749,-0.012895137,-0.009166986,0.314361672,0.024101612,0.025685584,[C-]#[N+]C1=NC2=NC=NC3=NC=CC(=C1)N23,1.991226,2.141907,-0.150681,0.00856
249,0.064510386,0.05591895,0.006142529,-0.01431086,-0.010124427,0.264134575,0.01965899,0.022911053,[C-]#[N+]C1=NC2=NC=CC3=CC=NC(=N1)N23,2.042539,2.21014,-0.167601,0.002954
250,0.063204188,0.054175738,0.00716997,-0.013199163,-0.009361251,0.329778344,0.019429942,0.024357069,[C-]#[N+]C1=CN=C2N=CN=C3N=CC=C1N23,2.00702,2.181039,-0.174019,0.004271
251,0.062714639,0.053363159,0.007960693,-0.012697786,-0.009039967,0.340394398,0.025429338,0.024668034,N#CC1=NC2=NC=NC3=NC=CC(=C1)N23,1.916617,2.018583,-0.101966,0.009022
252,0.063582972,0.055901745,0.005382111,-0.014866398,-0.010480655,0.274071474,0.015173892,0.022624689,N#CC1=NC2=NC=CC3=CC=NC(=N1)N23,1.965941,2.127406,-0.161465,0.001101
253,0.064199127,0.056229556,0.006469469,-0.01373442,-0.00971447,0.295063807,0.018230409,0.026460587,N#CC1=CN=C2N=CN=C3N=CC=C1N23,2.081446,2.275236,-0.19379,0.003271
254,0.071317972,0.061839526,0.006789371,-0.013754529,-0.009747517,0.320061502,0.020402007,0.021763252,CN(C)C1=NC2=NC=NC3=NC=CC(=C1)N23,2.441284,2.558231,-0.116947,0.014199
255,0.07095439,0.058934947,0.008932652,-0.013160228,-0.009402038,0.3071526,0.035435629,0.018771629,CN(C)C1=NC2=NC=CC3=CC=NC(=N1)N23,2.389111,2.433359,-0.044248,0.030476
256,0.062857525,0.052728629,0.007946351,-0.012937826,-0.009192558,0.314170729,0.021916409,0.02241564,CN(C)C1=CN=C2N=CN=C3N=CC=C1N23,1.933501,2.038937,-0.105436,0.006657
