,Unnamed: 0.1,Unnamed: 0,s1_cis,t1_cis,exchange_integral,dsp_scf,dsp_cis,homo_lumo_overlap,oscillator_strength,run_time,rid,nid,smiles,s1_ref,t1_ref,t1_s1_ref,oscillator_strength_ref,id
27836,27849,61297,0.0682344419040177,0.0151084416428446,0.0349555060956665,0.0019313383585957,0.0009644184913473,0.7117589089978328,0.0461296443086697,0.255344999000954,XII,988,N#Cc1c(N)c2cc(C#N)c3ncccnc3c2c1N,1.1741,0.8988,0.2753,0.0226,XII_988
27837,27850,1789,0.0673351458760578,0.0148160140006936,0.0335783369860552,0.0016757895871761,0.0008218860419715,0.7332624246900087,0.02550925810785,0.4164212949999637,XII,989,N#Cc1c(N)c2cc(C#N)c3ncnc(N)c(C#N)c3c2c1N,1.736,1.1916,0.5444,0.1043,XII_989
27838,27851,48837,0.0705892851379772,0.0185105535279177,0.0340865054785531,0.0014941421552755,0.0007310831216595,0.6932945450404949,0.0109425845758396,0.3009518420003587,XII,990,N#Cc1c(N)c2cc(C#N)c3ncnc(N)cc3c2c1N,1.6829,0.9929,0.69,0.0603,XII_990
27839,27852,13357,0.069851420389746,0.0207690056931753,0.0321984159885009,0.0006335988316159,2.260470683867711e-05,0.7098770859153202,0.0699507120560598,0.282205633000558,XII,991,N#Cc1c(N)c2cc(C#N)c3ncnc(N)nc3c2c1N,1.7158,1.1796,0.5362,0.1244,XII_991
27840,27853,5733,0.0678215569294096,0.0126636083901345,0.0348527160621,0.0019885209904453,0.0010522547206128,0.7376802874546061,0.0058324329492117,0.3475932359997387,XII,992,N#Cc1c(N)c2cc(C#N)c3ncncc(C#N)c3c2c1N,1.518,1.1847,0.3333,0.015,XII_992
27841,27854,5967,0.0673599315433293,0.0143525330291467,0.0366565225887907,0.0019299969460101,0.0010299481504002,0.7031303386055209,0.0128303326095012,0.263818467999954,XII,993,N#Cc1c(N)c2cc(C#N)c3ncnccc3c2c1N,1.4763,0.9872,0.4891,0.0089,XII_993
27842,27855,50618,0.0702910237938567,0.0197934831932187,0.0324739607260721,0.0010294793178898,0.0002917925954304,0.7209428740944431,0.0585938402973113,0.2451167440012795,XII,994,N#Cc1c(N)c2cc(C#N)c3ncncnc3c2c1N,1.4998,1.1696,0.3302,0.0397,XII_994
27843,27856,29114,0.065016018349219,0.0195475501219206,0.0276128465128205,0.0009259342705613,0.000343741667549,0.6760125227361055,0.0475055915365865,0.2947767699997712,XII,995,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)cc(N)cc12,1.5511,1.0518,0.4993,0.0553,XII_995
27844,27857,24595,0.0676541106253552,0.0198247571429561,0.0309223549398016,0.0016159023002848,0.0008630409438159,0.6913171062384432,0.0135393220896762,0.3167504109997026,XII,996,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)cc(N)nc12,1.5684,1.066,0.5024,0.0477,XII_996
27845,27858,49396,0.0639344559278427,0.0165887825236268,0.0287111887741343,0.0012853745289091,0.0005848500424308,0.6912352167625421,0.0675383924368398,0.3105298610007594,XII,997,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)cccc12,1.5194,0.9833,0.5361,0.0585,XII_997
27846,27859,30987,0.0668329506898715,0.01961201391385,0.0309989955791122,0.0017951301242026,0.0009775279019352,0.6945408937420483,0.0206239070976701,0.3018748350004898,XII,998,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)ccnc12,1.5458,1.043,0.5028,0.0483,XII_998
27847,27860,36855,0.066329643738868,0.0210987680018703,0.0286342392791911,0.0001666381309724,-0.000182303853271,0.6554378584732874,0.0700083308335994,0.3206544919994485,XII,999,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)nc(N)cc12,1.5456,1.0993,0.4463,0.0583,XII_999
27848,27861,40634,0.0680702100760726,0.0234680683966175,0.0299634278085517,0.0003368878167941,-2.6298977576952345e-05,0.6718207335839359,0.0345758449583815,0.3111978350007121,XII,1000,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)nc(N)nc12,1.5982,1.1373,0.4609,0.0466,XII_1000
27849,27862,67453,0.0665460241655608,0.0157118092288826,0.0310275970016918,0.0009177128462556,0.0003224480638547,0.7049789123999874,0.0782986017599186,0.2807921349995013,XII,1001,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)nccc12,1.5481,1.0244,0.5237,0.0621,XII_1001
27850,27863,20823,0.0697077530521994,0.0224379265559875,0.0304257730164601,0.0006682141203359,0.0001889817671326,0.6882950955408319,0.0251179940988546,0.2892813899998145,XII,1002,N#Cc1c(N)c2ccc(N)c2c2c(C#N)c(N)ncnc12,1.6376,1.1194,0.5182,0.0481,XII_1002
27851,27864,19911,0.0647059331524957,0.0183080418896324,0.028741458613395,0.0012326426595855,0.0005833682188559,0.6828589739001679,0.04429792348667,0.2952809210000851,XII,1003,N#Cc1c(N)c2ccc(N)c2c2c(C#N)ccc(N)cc12,1.6122,1.0689,0.5433,0.0466,XII_1003
27852,27865,17293,0.0697643242161305,0.0185511267623752,0.0319656522331015,0.0019903902966205,0.0011480409205319,0.7119295141324363,0.0042743044819006,0.3018678250000448,XII,1004,N#Cc1c(N)c2ccc(N)c2c2c(C#N)ccc(N)nc12,1.6584,1.0597,0.5987,0.0454,XII_1004
27853,27866,39724,0.0643179336979784,0.0150919732291257,0.0300971864030785,0.0017244951381582,0.0009235430766563,0.7156436969340713,0.0698978579199031,0.2298396810001577,XII,1005,N#Cc1c(N)c2ccc(N)c2c2c(C#N)ccccc12,1.5474,1.0148,0.5326,0.0342,XII_1005
